TERM1	INTERACTION	TERM2	KAPPA_SIMILARITY
GO:0048729	kappa	GO:0016477	0.14
GO:0048729	kappa	GO:0034329	0.11
GO:0048729	kappa	GO:0072001	0.27
GO:0048729	kappa	GO:0051146	0.11
GO:0048729	kappa	GO:0035272	0.1
GO:0048729	kappa	GO:0034330	0.12
GO:0048729	kappa	GO:0031589	0.12
GO:0048729	kappa	GO:0022603	0.26
GO:0048729	kappa	GO:0042692	0.15
GO:0048729	kappa	GO:0040012	0.14
GO:0048729	kappa	GO:0043410	0.12
GO:0048729	kappa	GO:0022612	0.33
GO:0014068	kappa	GO:0018108	0.22
GO:0014068	kappa	GO:0070371	0.13
GO:0014068	kappa	GO:0004713	0.11
GO:0014068	kappa	GO:0035272	0.16
GO:0014068	kappa	GO:0050803	0.1
GO:0014068	kappa	GO:0019199	0.14
GO:0014068	kappa	GO:0022612	0.12
GO:0002250	kappa	GO:0002768	0.14
GO:0002250	kappa	GO:0050851	0.12
GO:0002250	kappa	GO:0002764	0.16
GO:0002250	kappa	GO:0002455	0.3
GO:0002250	kappa	GO:0018108	0.1
GO:0002250	kappa	GO:0050865	0.31
GO:0002250	kappa	GO:0005615	0.1
GO:0002250	kappa	GO:0006959	0.28
GO:0002250	kappa	GO:0002757	0.16
GO:0002250	kappa	GO:0030595	0.11
GO:0002250	kappa	GO:0002684	0.3
GO:0002250	kappa	GO:0009986	0.14
GO:0001637	kappa	GO:0055074	0.12
GO:0001637	kappa	GO:0001653	0.62
GO:0001637	kappa	GO:0072507	0.11
GO:0001637	kappa	GO:0051480	0.18
GO:0001637	kappa	GO:0004930	0.27
GO:0001637	kappa	GO:0008528	0.62
GO:0001637	kappa	GO:0030595	0.18
GO:0001637	kappa	GO:0070374	0.13
GO:0002768	kappa	GO:0050851	0.58
GO:0002768	kappa	GO:0055074	0.11
GO:0002768	kappa	GO:0002764	0.83
GO:0002768	kappa	GO:0018108	0.13
GO:0002768	kappa	GO:0050865	0.3
GO:0002768	kappa	GO:0040011	0.14
GO:0002768	kappa	GO:0072507	0.11
GO:0002768	kappa	GO:0016477	0.13
GO:0002768	kappa	GO:0004713	0.12
GO:0002768	kappa	GO:0002757	0.67
GO:0002768	kappa	GO:0002684	0.54
GO:0002768	kappa	GO:0043410	0.16
GO:0030198	kappa	GO:0001944	0.1
GO:0030198	kappa	GO:0005576	0.13
GO:0030198	kappa	GO:0001655	0.16
GO:0030198	kappa	GO:0072001	0.17
GO:0030198	kappa	GO:0031589	0.17
GO:0030198	kappa	GO:0005578	0.34
GO:0030198	kappa	GO:0009986	0.1
GO:0030198	kappa	GO:0022612	0.11
GO:0050851	kappa	GO:0055074	0.12
GO:0050851	kappa	GO:0002764	0.45
GO:0050851	kappa	GO:0050865	0.28
GO:0050851	kappa	GO:0072507	0.12
GO:0050851	kappa	GO:0070371	0.11
GO:0050851	kappa	GO:0002757	0.54
GO:0050851	kappa	GO:0002684	0.36
GO:0050851	kappa	GO:0043410	0.11
GO:0031032	kappa	GO:0051146	0.16
GO:0031032	kappa	GO:0042692	0.12
GO:0031226	kappa	GO:0071944	0.25
GO:0031226	kappa	GO:0004930	0.12
GO:0031226	kappa	GO:0060089	0.21
GO:0031226	kappa	GO:0044459	0.67
GO:0031226	kappa	GO:0009986	0.24
GO:0007600	kappa	GO:0003008	0.32
GO:0055074	kappa	GO:0090257	0.19
GO:0055074	kappa	GO:0001653	0.13
GO:0055074	kappa	GO:0051050	0.17
GO:0055074	kappa	GO:0072507	0.97
GO:0055074	kappa	GO:0051480	0.77
GO:0055074	kappa	GO:0008015	0.16
GO:0055074	kappa	GO:0004930	0.15
GO:0055074	kappa	GO:0006937	0.2
GO:0055074	kappa	GO:0008528	0.13
GO:0055074	kappa	GO:0030595	0.17
GO:0055074	kappa	GO:0043410	0.12
GO:0001944	kappa	GO:0001655	0.14
GO:0001944	kappa	GO:0040011	0.18
GO:0001944	kappa	GO:0016477	0.23
GO:0001944	kappa	GO:0070371	0.1
GO:0001944	kappa	GO:0072001	0.12
GO:0001944	kappa	GO:0051146	0.1
GO:0001944	kappa	GO:0034330	0.11
GO:0001944	kappa	GO:0031589	0.11
GO:0001944	kappa	GO:0022603	0.32
GO:0001944	kappa	GO:0042692	0.15
GO:0001944	kappa	GO:0040012	0.22
GO:0001944	kappa	GO:0043410	0.13
GO:0090257	kappa	GO:0051050	0.11
GO:0090257	kappa	GO:0072507	0.18
GO:0090257	kappa	GO:0051480	0.26
GO:0090257	kappa	GO:0008015	0.36
GO:0090257	kappa	GO:0003008	0.16
GO:0090257	kappa	GO:0006937	0.89
GO:0002764	kappa	GO:0018108	0.11
GO:0002764	kappa	GO:0050865	0.27
GO:0002764	kappa	GO:0040011	0.12
GO:0002764	kappa	GO:0016477	0.11
GO:0002764	kappa	GO:0002757	0.88
GO:0002764	kappa	GO:0002684	0.72
GO:0002764	kappa	GO:0043410	0.18
GO:0001653	kappa	GO:0072507	0.12
GO:0001653	kappa	GO:0070371	0.12
GO:0001653	kappa	GO:0051480	0.19
GO:0001653	kappa	GO:0004930	0.52
GO:0001653	kappa	GO:0008528	1
GO:0001653	kappa	GO:0030595	0.15
GO:0001653	kappa	GO:0070374	0.14
GO:0005576	kappa	GO:0005615	0.51
GO:0005576	kappa	GO:0005578	0.17
GO:0005576	kappa	GO:0009986	0.11
GO:0002455	kappa	GO:0006959	0.64
GO:0051050	kappa	GO:0050865	0.11
GO:0051050	kappa	GO:0032940	0.3
GO:0051050	kappa	GO:0040011	0.12
GO:0051050	kappa	GO:0072507	0.16
GO:0051050	kappa	GO:0016477	0.14
GO:0051050	kappa	GO:0051480	0.15
GO:0051050	kappa	GO:0008015	0.12
GO:0051050	kappa	GO:0006937	0.1
GO:0051050	kappa	GO:0002684	0.15
GO:0051050	kappa	GO:0040012	0.15
GO:0018108	kappa	GO:0050865	0.2
GO:0018108	kappa	GO:0040011	0.12
GO:0018108	kappa	GO:0016477	0.14
GO:0018108	kappa	GO:0070371	0.21
GO:0018108	kappa	GO:0004713	0.38
GO:0018108	kappa	GO:0030595	0.16
GO:0018108	kappa	GO:0031589	0.1
GO:0018108	kappa	GO:0002684	0.14
GO:0018108	kappa	GO:0009986	0.1
GO:0018108	kappa	GO:0040012	0.18
GO:0018108	kappa	GO:0043410	0.21
GO:0018108	kappa	GO:0070374	0.16
GO:0001655	kappa	GO:0072001	0.93
GO:0001655	kappa	GO:0031589	0.13
GO:0001655	kappa	GO:0022603	0.15
GO:0001655	kappa	GO:0022612	0.18
GO:0050865	kappa	GO:0032940	0.12
GO:0050865	kappa	GO:0016477	0.12
GO:0050865	kappa	GO:0070371	0.11
GO:0050865	kappa	GO:0002757	0.25
GO:0050865	kappa	GO:0030595	0.1
GO:0050865	kappa	GO:0002684	0.5
GO:0050865	kappa	GO:0009986	0.15
GO:0032940	kappa	GO:0003008	0.16
GO:0032940	kappa	GO:0002684	0.11
GO:0060090	kappa	GO:0030674	0.96
GO:0040011	kappa	GO:0016477	0.79
GO:0040011	kappa	GO:0034329	0.12
GO:0040011	kappa	GO:0002757	0.1
GO:0040011	kappa	GO:0003008	0.12
GO:0040011	kappa	GO:0044459	0.14
GO:0040011	kappa	GO:0030595	0.16
GO:0040011	kappa	GO:0034330	0.13
GO:0040011	kappa	GO:0031589	0.14
GO:0040011	kappa	GO:0002684	0.15
GO:0040011	kappa	GO:0022603	0.2
GO:0040011	kappa	GO:0009986	0.12
GO:0040011	kappa	GO:0040012	0.51
GO:0040011	kappa	GO:0043410	0.12
GO:0072507	kappa	GO:0051480	0.74
GO:0072507	kappa	GO:0008015	0.16
GO:0072507	kappa	GO:0004930	0.14
GO:0072507	kappa	GO:0006937	0.19
GO:0072507	kappa	GO:0008528	0.12
GO:0072507	kappa	GO:0030595	0.16
GO:0072507	kappa	GO:0043410	0.11
GO:0016323	kappa	GO:0044459	0.14
GO:0005615	kappa	GO:0030595	0.14
GO:0005615	kappa	GO:0005578	0.13
GO:0005615	kappa	GO:0009986	0.14
GO:0005615	kappa	GO:0040012	0.11
GO:0016477	kappa	GO:0034329	0.14
GO:0016477	kappa	GO:0070371	0.11
GO:0016477	kappa	GO:0044459	0.13
GO:0016477	kappa	GO:0030595	0.23
GO:0016477	kappa	GO:0034330	0.14
GO:0016477	kappa	GO:0031589	0.19
GO:0016477	kappa	GO:0002684	0.16
GO:0016477	kappa	GO:0022603	0.23
GO:0016477	kappa	GO:0009986	0.13
GO:0016477	kappa	GO:0040012	0.6
GO:0016477	kappa	GO:0043410	0.15
GO:0034329	kappa	GO:0005912	0.27
GO:0034329	kappa	GO:0005923	0.21
GO:0034329	kappa	GO:0043296	0.28
GO:0034329	kappa	GO:0034330	0.94
GO:0034329	kappa	GO:0031589	0.36
GO:0034329	kappa	GO:0040012	0.16
GO:0071944	kappa	GO:0044459	0.44
GO:0070371	kappa	GO:0051480	0.11
GO:0070371	kappa	GO:0004930	0.1
GO:0070371	kappa	GO:0008528	0.12
GO:0070371	kappa	GO:0030595	0.16
GO:0070371	kappa	GO:0002684	0.1
GO:0070371	kappa	GO:0040012	0.18
GO:0070371	kappa	GO:0043410	0.38
GO:0070371	kappa	GO:0070374	0.73
GO:0070371	kappa	GO:0022612	0.12
GO:0051480	kappa	GO:0008015	0.18
GO:0051480	kappa	GO:0004930	0.21
GO:0051480	kappa	GO:0006937	0.27
GO:0051480	kappa	GO:0008528	0.19
GO:0051480	kappa	GO:0030595	0.16
GO:0051480	kappa	GO:0070374	0.1
GO:0004713	kappa	GO:0002757	0.1
GO:0004713	kappa	GO:0019199	0.28
GO:0004713	kappa	GO:0040012	0.1
GO:0004713	kappa	GO:0043410	0.16
GO:0072001	kappa	GO:0031589	0.13
GO:0072001	kappa	GO:0022603	0.14
GO:0072001	kappa	GO:0022612	0.12
GO:0006959	kappa	GO:0002684	0.13
GO:0006959	kappa	GO:0009986	0.11
GO:0005912	kappa	GO:0043296	0.15
GO:0005912	kappa	GO:0034330	0.27
GO:0005912	kappa	GO:0031589	0.15
GO:0008015	kappa	GO:0003008	0.32
GO:0008015	kappa	GO:0006937	0.36
GO:0002757	kappa	GO:0002684	0.75
GO:0002757	kappa	GO:0043410	0.16
GO:0051146	kappa	GO:0022603	0.12
GO:0051146	kappa	GO:0042692	0.85
GO:0035272	kappa	GO:0019199	0.12
GO:0035272	kappa	GO:0022612	0.4
GO:0003008	kappa	GO:0006937	0.13
GO:0004930	kappa	GO:0008528	0.52
GO:0004930	kappa	GO:0060089	0.23
GO:0004930	kappa	GO:0030595	0.11
GO:0004930	kappa	GO:0070374	0.12
GO:0005923	kappa	GO:0043296	0.9
GO:0005923	kappa	GO:0034330	0.21
GO:0043296	kappa	GO:0034330	0.3
GO:0008528	kappa	GO:0030595	0.15
GO:0008528	kappa	GO:0070374	0.14
GO:0060089	kappa	GO:0044459	0.18
GO:0060089	kappa	GO:0002684	0.12
GO:0060089	kappa	GO:0009986	0.1
GO:0060089	kappa	GO:0043410	0.14
GO:0044459	kappa	GO:0002684	0.12
GO:0044459	kappa	GO:0009986	0.23
GO:0030595	kappa	GO:0031589	0.11
GO:0030595	kappa	GO:0002684	0.14
GO:0030595	kappa	GO:0009986	0.12
GO:0030595	kappa	GO:0040012	0.24
GO:0030595	kappa	GO:0043410	0.15
GO:0030595	kappa	GO:0070374	0.17
GO:0034330	kappa	GO:0031589	0.36
GO:0034330	kappa	GO:0022603	0.11
GO:0034330	kappa	GO:0040012	0.16
GO:0031589	kappa	GO:0022603	0.13
GO:0031589	kappa	GO:0040012	0.24
GO:0031589	kappa	GO:0043410	0.1
GO:0002684	kappa	GO:0009986	0.15
GO:0002684	kappa	GO:0040012	0.14
GO:0002684	kappa	GO:0043410	0.18
GO:0022603	kappa	GO:0042692	0.12
GO:0022603	kappa	GO:0040012	0.24
GO:0022603	kappa	GO:0043410	0.11
GO:0022603	kappa	GO:0022612	0.12
GO:0009986	kappa	GO:0040012	0.13
GO:0042692	kappa	GO:0043410	0.11
GO:0040012	kappa	GO:0043410	0.16
GO:0040012	kappa	GO:0070374	0.11
GO:0043410	kappa	GO:0070374	0.38
